HCL Item#,Item Status,Item Name,Description,Decoration,Web Link,Item Color,Item Size,Length,Width,Height,Carton Weight,Carton Qty,Standard Production Time,Item MOQ,Qty 2,Qty 3,Qty 4,Qty 5,Price 1,Price 2,Price 3,Price 4,Price 5,"Rush Cost ""R""",MOQ, Qty2, Qty3, Qty4, Qty5,Price1,Price2,Price3,Price4,Price5,Ocean Service,MOQ,Qty 2,Qty 3,Qty 4,Qty 5,Price 1,Price 2,Price 3,Price 4,Price 5 
A4058,Active/All Products,The Anello Key Chain,A round circular satin metal key chain with polished chrome metal accents. Laser Engraving or digital insert included in the price. Add an epoxy dome to a digital insert for $0.20(R)/pc. 24 hour service is not available on epoxy dome. Epoxy dome will require 3 day production. Includes a gift box.,"Imprint Area: 7/8'' Diam     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing      Laser engraving is the standard and preferred method of decorating metal items. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/782,Silver,1 1/2w x 3h x 1/8t,10,11,13,23,250,3 Day Service (R),100,250,500,1000,2500,1.99,1.95,1.89,1.85,1.79,24 Hour Rush (R),100,250,500,1000,2500,2.19,2.15,2.09,2.05,1.99,10 Weeks,5000,10000,25000,50000,,1.09,1.05,0.99,0.95,
A4059,Active/All Products,The San Martino Key Chain,A satin metal key chain with polished chrome metal accents. Includes a gift box.,"Imprint Area: 13/16''w x 1/2''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing      Laser engraving is the standard and preferred method of decorating metal items. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/783,Silver,3 1/4w x 1 1/4h x 1/4t,14,11,12,25,300,3 Day Service (R),100,250,500,1000,2500,2.39,2.35,2.29,2.25,2.19,24 Hour Rush (R),100,250,500,1000,2500,2.69,2.65,2.59,2.55,2.49,10 Weeks,5000,10000,25000,50000,,1.49,1.39,1.35,1.29,
A4060,Active/All Products,The Rettangolo Key Chain,"A satin pull apart metal key chain with polished chrome metal accents. One side detaches from the base, providing great security for valet parking, car washes or auto detailing. For permanent imprint, this item is laser engraved. 24 hour production not available for direct imprinting.  Includes a gift box.","Imprint Area: 5/8''w x 1/2''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Laser engraving is the standard and preferred method of decorating metal items. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/784,Silver,3 7/8w x 1 1/8h x 5/16t,15,10,13,31,250,3 Day Service (R),100,250,500,1000,2500,2.59,2.55,2.49,2.45,2.39,24 Hour Rush (R),100,250,500,1000,2500,2.89,2.85,2.79,2.75,2.69,10 Weeks,5000,10000,25000,50000,,1.69,1.59,1.55,1.49,
A4061,Active/All Products,The Triangle Key Chain,"A triangular bar shaped polished chrome metal pull apart key chain. One side detaches from the base, providing great security for valet parking, car washes or auto detailing. For permanent imprint, this item is laser engraved.  24 hour production not available for direct imprinting.  Includes a gift box.","Imprint Area: 1''w x 3/8''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Laser engraving is the standard and preferred method of decorating metal items. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/785,Silver,4 1/ 4w x 1 1/16h x 5/8t,24,12,11,10,200,3 Day Service (R),100,250,500,1000,2500,2.69,2.59,2.49,2.45,2.39,24 Hour Rush (R),100,250,500,1000,2500,2.99,2.89,2.79,2.75,2.69,10 Weeks,5000,10000,25000,50000,,1.69,1.59,1.55,1.49,
A4062,Active/All Products,The Rotella Key Chain,"A polished chrome automobile steering wheel key chain. Perfect for car, truck and vehicle programs.  For permanent imprint, this item is laser engraved.  24 hour production not available for direct imprinting.  Includes a gift box.","Imprint Area: 5/8''w x 1/2''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Laser engraving is the standard and preferred method of decorating metal items. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/786,Silver,1 1/8w x 3 1/8h x 3/16t,16,10,11,8,200,3 Day Service (R),100,250,500,1000,2500,1.89,1.89,1.89,1.89,1.89,24 Hour Rush (R),100,250,500,1000,2500,2.09,2.09,2.09,2.09,2.09,10 Weeks,5000,10000,25000,50000,,1.39,1.29,1.25,1.19,
A4065,Active/All Products,The Cerchio Key Chain,"A polished chrome metal circular/disc shaped body with a twist key ring. Pull and twist to open ring. For permanent imprint, this item is laser engraved.  24 hour production not available for direct imprinting.  Includes a gift box.","Imprint Area: 7/8'' Diam     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Laser engraving is the standard and preferred method of decorating metal items. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/787,Silver,1w x 1 3/4h x 1/4t,12,12,13,9,300,3 Day Service (R),100,250,500,1000,2500,2.09,2.05,1.99,1.95,1.89,24 Hour Rush (R),100,250,500,1000,2500,2.29,2.25,2.19,2.15,2.09,10 Weeks,5000,10000,25000,50000,,1.19,1.09,1.05,0.99,
A4066,Active/All Products,The Serratura Key Chain,"A satin pull apart metal key chain with polished chrome metal split rings. One side detaches from the base, providing great security for valet parking, car washes or auto detailing.  For permanent imprint, this item is laser engraved.  24 hour production not available for direct imprinting.  Includes a gift box.","Imprint Area: 11/16''w x 11/16''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Laser engraving is the standard and preferred method of decorating metal items. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/788,Silver,3 3/4w x 1h x 5 /16t,16,10,11,9,200,3 Day Service (R),100,250,500,1000,2500,2.89,2.85,2.79,2.75,2.69,24 Hour Rush (R),100,250,500,1000,2500,3.19,3.15,3.09,3.05,2.99,10 Weeks,5000,10000,25000,50000,,1.99,1.89,1.85,1.79,
A4067,Active/All Products,The Apri Key Chain,"Who says you can’t elude style and grace while marketing? Our sophisticated Apri key chain is an elegant polished chrome metal bottle opener key ring. This item is a perfect promotional fit for upscale retailers, corporate offices, polo matches and more. What a fashionable way to enjoy a company party and advertise your business at the same time! Order yours today and fill your next event with the chic panache of success!  ","Imprint Area: 1 1/8''w X 9/16''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Laser engraving is the standard and preferred method of decorating metal items. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/789,Silver,3 1/4w x 1 1/4h x 3/8t,15,12,13,11,300,3 Day Service (R),100,250,500,1000,2500,1.99,1.95,1.89,1.85,1.79,24 Hour Rush (R),100,250,500,1000,2500,2.19,2.15,2.09,2.05,1.99,10 Weeks,5000,10000,25000,50000,,1.19,1.09,1.05,0.99,
A4068,Disabled on Website,The Borsa Key Chain,A polished chrome metal purse / briefcase shaped key chain. Logos are imprinted on the backside of the key chain. Laser Engraving included in the price. Includes a gift box.,"Imprint Area: 1 3/8''w x 11/16''h   Laser engraving is the standard and preferred method of decorating metal items. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/790,Silver,1 7/8w x 1 7/8h x 3/16t,16,12,10,26,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A4069,Active/All Products,The Silver Stella Spinner Key Chain,A polished chrome metal star key chain with a spinning star inside. Logo is imprinted on the spinning star. Includes a gift box.,"Imprint Area: 7/16''w x 7/16''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing      Laser engraving is the standard and preferred method of decorating metal items. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/791,Silver,1 5/8w x 3h x 3/16t,15,12,13,12,300,3 Day Service (R),100,250,500,1000,2500,2.19,2.15,2.09,2.05,1.99,24 Hour Rush (R),100,250,500,1000,2500,2.39,2.35,2.29,2.25,2.19,10 Weeks,5000,10000,25000,50000,,1.39,1.29,1.19,1.15,
