itemno,productCode,productname,category,subcategory,year_new,iscloseout,Origin,ISGreen,leadtime(days),productdescription,packaging,setupCharge,productcolors,imprintmethods,primary_imprint_area,Primary_Imprint_method,Primary_imprint_location,Primary_imprint_height,Primary_imprint_width,keywords,productimageURL,ProductThumbnailURL,PriceCode,Minimum,Column_1_Max,Price1,Column_2_min,Column_2_max,Price2,Column_3_min,Column_3_max,price3,column_4_min,Column_4_max,Price4,PiecesPerBox,BoxLBS,BoxLength,BoxWidth,BoxHeight,Item_Height,Item_Width,Item_Depth,ItemWeightLbs
1325,NC15,6 Pc Bamboo Utensil Set,HomeStyles,Kitchen Accessories,2010,N,China,N,3,"Made with FDA compliant materials, Six Bamboo kitchen utensils are conveniently displayed in a Stainless Steel canister with Bamboo base, Utensils include spaghetti fork, fork, spatula, strainer spoon, mixing spoon and tasting spoon.,",Black Gift Box,$55.00(G),Wood,Laser Engraving,"1 1/2""h x 1 1/2""w ",Laser Engraving,Front,1.5,1.5,Spoon | Utensils | 6 | FDA | Spoon | tasting | Strainer | Accessories | Base | Wood | and | Compliant | with | HomeStyles | Utensil | Engraving | Conveniently | Stainless | Bamboo | Set | Spoon | Kitchen | Fork | PC | NC15 | are | mixing | spatula | 1325 | Spaghetti | Include | Made | a | steel | Fork | Canister | 1325;NC15 | Six | Displayed | Materials | Laser | In |,http://ca.starline.com/content/image/product/pp_1325.jpg,http://ca.starline.com/content/image/product/tn_1325.jpg,4C                         ,12,24,52.39,25,49,50.74,50,99,49.09,100,249,45.79,8,20,24,13,14,12.5,5.625,5.625,2.5
1432,BBQ32,5 Pc. Deluxe Bamboo Set,HomeStyles,BBQ,2009,N,China,Y,3,"Using only FDA compliant materials and all natural Bamboo case., This set includes spatula with cutter, tenderizer and bottle opener, tongs, cutting knife, silicone basting brush and fork.,",Black Gift Box,$55.00(G),Bamboo,Laser Engraving,,,,0,0,"BBQ32 | Engraving | case. | Only | the | PC | HomeStyles | Barbeque | Barbecue | Grill | grilling | Tool | Tools | Silicon | BBQ | this | Wooden | Deluxe | Recommended | Wood | Includes | tag | cutter | Laser | spatula | Knife, | Case | Set | Gold | Opener | Plate | Sets | Cutting | Fork | $50.00 | All | Natural | Bright | Handled | Cutter, | 1432 | Lifestyles | Silicone | 5 | fork. |  | Aluminum | FDA | using | Wash"" | with | Ensemble | Basting | or | opener, | Materials | Bottle | on | Brush | Bamboo | Best | piece | Tongs | (G) | Tongs, | Utensils | Knife | Compliant | and | tenderizer | ""Hand |",http://ca.starline.com/content/image/product/pp_1432.jpg,http://ca.starline.com/content/image/product/tn_1432.jpg,4C                         ,6,11,69.89,12,35,67.74,36,71,65.59,72,99,61.29,8,40,20,15,15,3.125,6.825,18.125,5
1436,BBQ36,Camo 3 Pc BBQ Set,HomeStyles,BBQ,2015,N,China,N,3,"Comfortable and stylish our portable Wood and Stainless Steel BBQ set is constructed out of FDA compliant materials, Includes a spatula, tongs and a fork, Comes complete with a carry handle for easy transport, Set comes in a Camo patterned, button closure case that can roll up when not in use ,",Bulk,$55.00(G)/color/panel (GeoPanel: one time set-up),Camo,"Geo-Panel, Silkscreen","3""h x 3""w ",Silkscreen,Front Flap,3,3,1436 | BBQ36 | Camo | Set | BBQ | 3 | PC | HomeStyles | 1436;BBQ36 | Materials | steel | constructed | stylish | Wood | of | Stainless | and | FDA | Portable | and | out | Comfortable | Our | Compliant | is | Tongs | a | Includes | spatula | Fork | a | In | Comes | Case | closure | In | Roll | Use | when | not | Button | Can | That | up | patterned | Handle | Easy | For | with | Carry | Complete | Transport | Silkscreen | Geo-Panel |,http://ca.starline.com/content/image/product/pp_1436.jpg,http://ca.starline.com/content/image/product/tn_1436.jpg,4C                         ,24,47,20.09,48,95,19.44,96,243,18.79,244,499,17.49,12,29.7,19.69,15.2,12,4.5,16,1.75,2.475
1437,BBQ37,Weave 3 Pc BBQ Set,HomeStyles,BBQ,2015,N,China,N,3,"Includes a spatula, tongs and a fork, Portable Wood and Stainless Steel BBQ set is constructed out of FDA compliant materials, Comes in a black weave, button closure case that can roll up when not in use, Comes complete with a carry handle for easy transport,",Bulk,$55.00(G)/color/panel (GeoPanel: one time set-up),Black,"Silkscreen, Geo-Panel","3""h x 3""w ",Silkscreen,Front Flap,3,3,1437 | BBQ37 | BBQ | PC | weave | Set | 3 | HomeStyles | 1437;BBQ37 | Compliant | Materials | Stainless | steel | of | Portable | and | is | Wood | constructed | out | FDA | Fork | Tongs | spatula | a | Includes | a | In | closure | Black | That | Can | not | Case | up | Comes | when | Roll | In | Use | Button | Handle | with | Transport | Easy | For | Complete | Carry | Geo-Panel | Silkscreen |,http://ca.starline.com/content/image/product/pp_1437.jpg,http://ca.starline.com/content/image/product/tn_1437.jpg,4C                         ,18,35,23.79,36,71,23.04,72,143,22.29,144,249,20.79,12,29.7,19.69,15.2,12,4.25,16,1.75,2.475
1438,BBQ38,Camo 5 Pc BBQ Set,HomeStyles,BBQ,2015,N,China,N,3,"Includes a front slash pocket for additional storage and a top carry handle for easy transport when not in use., When not in use the apron can roll into a neat carry tote, Featuring FDA compliant Stainless Steel and Wood handled tongs, fork, spatula and bottle/can opener,",Bulk,$55.00(G)/color/panel (GeoPanel: one time set-up),Camo,"Geo-Panel, Silkscreen","1 1/2""h x 3 1/4""w ",Silkscreen,Front Pocket,1.5,3.25,1438 | BBQ38 | PC | Camo | 5 | BBQ | Set | HomeStyles | 1438;BBQ38 | Wood | Fork | Featuring | Opener | spatula | Compliant | Handled | and | FDA | Bottle/Can | and | Tongs | steel | Stainless | Tote | not | In | neat | into | Can | Use | Roll | when | Apron | a | Carry | the | For | Easy | Top | Handle | Transport | slash | Front | Additional | For | storage | Includes | Pocket | Geo-Panel | Silkscreen |,http://ca.starline.com/content/image/product/pp_1438.jpg,http://ca.starline.com/content/image/product/tn_1438.jpg,4C                         ,12,24,34.09,25,49,32.99,50,99,31.89,100,249,29.69,10,33.4,23.62,14,13.2,4.75,21.5,4.5,3.34
1518,KS18,Ceramic Knife Gift Set,HomeStyles,Knives/Boards,2010,N,China,N,3,"Stain and rust proof, this non-stick surface is easy to clean, will resist wear and remain sharp.  ,  Set includes 3Ó pairing knife, 6Ó chefÕs knife and peeler all packaged in a Black gift case., Made of zirconium oxide, these blades are almost as hard as a diamond.  ,",White Gift Box,$55.00(G),Black,Laser Engraving," 3/4""h x 2""w ",Laser Engraving,Aluminum Plate,0.75,2,Easy | HomeStyles | In | Engraving | Knives | zirconium | Packaged | Proof | Sharp | are | resist | as | Surface | Includes | this | of | All | Diamond | remain | Non-Stick | These | Black | a | oxide | pairing | Gift | 6Ó | almost | Peeler | Stain | and | chefÕs | to | Will | as | Knives/Boards | wear | 1518;KS18 | Case | Clean | Set | blades | rust | 1518 | Laser | Knife | is | Made | 3Ó | ceramic | KS18 | Hard |,http://ca.starline.com/content/image/product/pp_1518.jpg,http://ca.starline.com/content/image/product/tn_1518.jpg,4C                         ,12,24,43.59,25,49,42.19,50,99,40.79,100,249,37.99,12,19,15,14,11,1.25,12.125,6.325,1.583333333
1519,KS19,3 Pc. Black Ceramic Knife Set,HomeStyles,Knives/Boards,2011,N,China,N,3,"Set includes 3.5Ó utility knife, 5Ó slicing knife and 6Ó chefÕs knife all contained in a stylish acrylic knife holder., Made of zirconium oxide, these blades are perfect for cutting boneless meats, fruits, vegetables and cooked foods., Stain and rust proof, this non-stick surface is easy to clean, will resist wear and remain sharp.,",Black Gift Box,$55.00(G),Black,"Laser Engraving, Silkscreen"," 3/4""h x 2 3/8""w ",Silkscreen,Base,0.75,2.375,"Laser | Engraving | &lt;a | Product | class=""header12 | Video&lt;/a&gt; | href=""http://www.youtube.com/watch?v=nUcAEjC6ddc""&gt;View | Knives | 1519 | KS19 | Black | Set | Knife | ceramic | 3pc | HomeStyles | Knives/Boards | 1519;KS19 | September | Late | Inventory | available | and | These | are | blades | Made | Vegetables | oxide | Cutting | For | Perfect | zirconium | of | boneless | foods | fruits | cooked | meats | Non-Stick | wear | Stain | to | Easy | Surface | Will | is | Sharp | this | Proof | remain | resist | Clean | rust | a | Acrylic | 3.5Ó | stylish | All | In | holder | chefÕs | Includes | contained | 6Ó | Utility | 5Ó | slicing | Silkscreen | PC | 3 |",http://ca.starline.com/content/image/product/pp_1519.jpg,http://ca.starline.com/content/image/product/tn_1519.jpg,4C                         ,6,11,75.19,12,35,72.89,36,71,70.59,72,99,65.99,6,23,22,14,13,12.25,4.375,5.375,3.833333333
1531,KS31,Duo Diamond Sharpening Stone,HomeStyles,Kitchen Accessories,2011,N,China,N,3,"Includes non-slip feet to grip the counter surface and a high-impact plastic self-storing case that raises the stone for maximum safety and comfort., Flip the stone over for 600 fine diamond grit to hone for a razor sharp edge., Double sided diamond sharpener features course 360-grit on one side to transform dull knife edges,",White Gift Box,$55.00(G),Black,Silkscreen,"1 1/2""h x 4""w ",Silkscreen,Top,1.5,4,Utensils | 1531 | KS31 | Combo | Diamond | Stone | Bench | HomeStyles | Kitchen | Accessories | 1531;KS31 | available | Mid | Inventory | September | Edges | sided | to | Side | Features | Transform | on | course | one | Double | Knife | Sharpener | dull | 360-grit | Flip | For | razor | 600 | Sharp | the | a | Fine | Edge | Over | For | grit | hone | Includes | feet | Plastic | Non-Slip | Safety | Maximum | Comfort | and | That | Grip | and | Counter | Case | Surface | high-impact | self-storing | raises | Black | Silkscreen | sharpening | Duo |,http://ca.starline.com/content/image/product/pp_1531.jpg,http://ca.starline.com/content/image/product/tn_1531.jpg,4C                         ,12,24,22.89,25,49,22.17,50,99,21.44,100,249,19.99,32,25,16,9,15,1.625,7.25,3.75,0.78125
1533,KS33,7 Pc Knife Block Set,HomeStyles,Knives/Boards,2012,N,China,N,3,"Stainless Steel utensils have heavy duty bakelite handles and are housed in a hardwood block. , Includes chefÕs knife, bread knife, paring knife, utility knife, carving knife and scissors. , All utensils are constructed with FDA compliant materials.,",Gift Box,$55.00(G),Wood,Laser Engraving,"1""h x 2""w ",Laser Engraving,Front,1,2,1533 | KS33 | Knife | PC | Set | Block | 7 | HomeStyles | Knives/Boards | 1533;KS33 | Bakelite | Housed | Utensils | Hardwood | Stainless | are | Duty | Heavy | and | a | Have | Handles | In | steel | Bread | Scissors | chefÕs | Paring | Includes | carving | Utility | with | FDA | Materials | Compliant | All | constructed | Wood | Engraving | Laser |,http://ca.starline.com/content/image/product/pp_1533.jpg,http://ca.starline.com/content/image/product/tn_1533.jpg,4C                         ,12,24,43.59,25,49,42.19,50,99,40.79,100,249,37.99,4,22,16,11,15,13.25,4,6,5.5
1534,KS34,7 Pc Knife Board Set,HomeStyles,Knives/Boards,2012,N,China,N,3,"All utensils are constructed with FDA compliant materials., Stainless Steels knives with Manchurian Ash handles. , Includes chefÕs knife, bread knife, utility knife, paring knife, mincing blade and cutting board., Contemporary design ,",Gift Box,$55.00(G),Wood,Laser Engraving,"1""h x 2 1/2""w ",Laser Engraving,Front,1,2.5,1534 | KS34 | Set | 7 | Knife | PC | Board | HomeStyles | Knives/Boards | 1534;KS34 | Design | Contemporary | Manchurian | Handles | Ash | with | Stainless | Knives | Steels | Mincing | Paring | chefÕs | Cutting | Includes | and | Utility | Bread | Blade | All | FDA | Utensils | constructed | Materials | are | Compliant | Wood | Engraving | Laser |,http://ca.starline.com/content/image/product/pp_1534.jpg,http://ca.starline.com/content/image/product/tn_1534.jpg,4C                         ,6,11,96.09,12,35,93.32,36,71,90.54,72,99,84.99,4,28,18,15,12,12.125,15.25,3,7
1540,KS40,4 Pc Ceramic Steak Knife Set,HomeStyles,Knives/Boards,2012,N,China,N,3,"Set includes 4 steak knifes all contained in a carbon fiber finish gift box., Made of zirconium oxide, these blades make cutting boneless meats, fruits, vegetables and cooked foods effortless. , Stain and rust proof, this non-stick surface is easy to clean, will resist wear and remain sharp. ,",Carbon Fiber Finish Gift Box,$55.00(G),Black,Laser Engraving," 3/4""h x 2""w ",Laser Engraving,Aluminum Plate,0.75,2,1540 | KS40 | ceramic | Knife | PC | Steak | 4 | Set | HomeStyles | Knives/Boards | 1540;KS40 | oxide | of | Cutting | fruits | make | Vegetables | zirconium | foods | These | Made | and | meats | cooked | blades | boneless | effortless | Clean | Sharp | resist | this | Will | remain | Easy | Surface | Proof | is | rust | Non-Stick | to | wear | Stain | Box | Includes | a | All | carbon | contained | Gift | Finish | fiber | In | knifes | Black | Engraving | Laser |,http://ca.starline.com/content/image/product/pp_1540.jpg,http://ca.starline.com/content/image/product/tn_1540.jpg,4C                         ,12,24,52.69,25,49,51.02,50,99,49.34,100,249,45.99,12,20,17,15,12,6.875,9.625,1.5,1.666666667
1541,KS41,5 Pc Bamboo Cutting Board Set,HomeStyles,Knives/Boards,2012,N,China,Y,3,"Polypropylene cutting boards, helps to prevent cross contamination between foods., Bamboo is earth friendly, durable and stronger than Oak and Maple. , Features a convenient storage space that holds four different colored Polypropylene cutting boards each marked with beef, fish, poultry and vegetable icons. ,",Gift Box,$55.00(G),Bamboo,Laser Engraving,"1""h x 2""w ",Laser Engraving,Bottom Right Corner,1,2,1541 | KS41 | Set | Bamboo | 5 | Cutting | Board | PC | HomeStyles | Knives/Boards | 1541;KS41 | Earth | Durable | than | maple | and | friendly | Stronger | Oak | is | and | Beef | a | Convenient | Features | with | space | Each | storage | Polypropylene | Holds | Four | Fish | icons | Different | colored | Boards | That | vegetable | poultry | marked | between | helps | to | foods | contamination | prevent | cross | Engraving | Laser |,http://ca.starline.com/content/image/product/pp_1541.jpg,http://ca.starline.com/content/image/product/tn_1541.jpg,4C                         ,12,24,38.79,25,49,37.54,50,99,36.29,100,249,33.79,6,27,15,12,12,10.5,13.75,1.625,4.5
1547,KS47,4 Pc Oversized Steak Knife Set,HomeStyles,Knives/Boards,2012,N,China,N,3,"Made of FDA compliant materials. , Oversize ÒsteakhouseÓ design knives with triple riveted Rosewood handles and Stainless Steel blades., All contained in a carbon fiber finish gift box.,",Gift Box,$55.00(G),Wood,Laser Engraving," 3/4""h x 2""w ",Laser Engraving,Aluminum Plate,0.75,2,1547 | KS47 | Oversized | 4 | Knife | PC | Set | Steak | HomeStyles | Knives/Boards | 1547;KS47 | Triple | blades | Riveted | Stainless | Design | Black | with | steel | and | Handles | Rosewood | Knives | Oversize | ÒsteakhouseÓ | Made | Materials | FDA | of | Compliant | In | Finish | contained | Gift | All | carbon | Box | fiber | a | Engraving | Laser | Wood |,http://ca.starline.com/content/image/product/pp_1547.jpg,http://ca.starline.com/content/image/product/tn_1547.jpg,4C                         ,24,47,24.09,48,95,23.32,96,243,22.54,244,499,20.99,24,35,20,12,15,3.875,10.375,2,1.458333333
1548,KS48,4 Pc Steak Knife Set,HomeStyles,Knives/Boards,2012,N,China,N,3,"All contained in a carbon fiber finish gift box., Featuring triple riveted Manchurian Ash handles and Stainless Steel blades., Made of FDA compliant materials. ,",Gift Box,$55.00(G),Black,Laser Engraving," 3/4""h x 2""w ",Laser Engraving,Aluminum Plate,0.75,2,1548 | KS48 | 4 | PC | Steak | Knife | Set | HomeStyles | Knives/Boards | 1548;KS48 | Ash | and | Featuring | Riveted | Handles | blades | Stainless | Manchurian | Triple | steel | Made | FDA | of | Materials | Compliant | fiber | Gift | a | carbon | Finish | In | All | Box | contained | Black | Engraving | Laser |,http://ca.starline.com/content/image/product/pp_1548.jpg,http://ca.starline.com/content/image/product/tn_1548.jpg,4C                         ,12,24,35.29,25,49,34.17,50,99,33.04,100,249,30.79,20,37,20,12,13,4,10,2,1.85
1549,KS49,"3"" Ceramic Paring Knife",HomeStyles,Knives/Boards,2012,N,China,N,3,"Stain and rust proof, this non-stick surface is easy to clean, will resist wear and remain sharp.  , Includes a plastic sheath to protect the blade for storage., Made of Black zirconium oxide.,",Clear Sleeve,$55.00(G),Black,Laser Engraving," 1/4""h x  3/4""w ",Laser Engraving,Top of Blade,0.25,0.75,1549 | KS49 | 3 | Knife | Paring | ceramic | HomeStyles | Knives/Boards | 1549;KS49 | Black | zirconium | Made | of | oxide | rust | Stain | to | this | and | Proof | and | Surface | wear | is | resist | remain | Clean | Sharp | Easy | Non-Stick | Will | Includes | For | Blade | Plastic | protect | Sheath | storage | the | a | Laser | Engraving |,http://ca.starline.com/content/image/product/pp_1549.jpg,http://ca.starline.com/content/image/product/tn_1549.jpg,4C                         ,36,71,13.99,72,143,13.57,144,249,13.14,250,499,12.29,48,12,14,11,14,1,7.375,0.75,0.25
1550,KS50, 5Ó Ceramic Utility Knife,HomeStyles,Knives/Boards,2012,N,China,N,3,"Includes a plastic sheath to protect the blade for storage., Made of Black zirconium oxide, Stain and rust proof, this non-stick surface is easy to clean, will resist wear and remain sharp., Perfect for cutting boneless meats, fruits, vegetables and cooked foods. ,",Clear Sleeve,$55.00(G),Black,Laser Engraving," 5/16""h x 1 1/8""w ",Laser Engraving,Top of Blade,0.3125,1.125,1550 | KS50 | Knife | 5Ó | ceramic | Utility | HomeStyles | Knives/Boards | 1550;KS50 | Cutting | foods | cooked | Vegetables | and | Perfect | For | boneless | meats | fruits | is | Non-Stick | remain | Proof | Clean | Surface | rust | Will | Made | to | this | Black | resist | Sharp | oxide | Stain | wear | of | zirconium | Easy | Sheath | storage | protect | Plastic | a | Includes | Blade | the | Engraving | Laser |,http://ca.starline.com/content/image/product/pp_1550.jpg,http://ca.starline.com/content/image/product/tn_1550.jpg,4C                         ,24,47,20.19,48,95,19.54,96,243,18.89,244,499,17.59,48,18,15,13,14,1.25,10.5,0.875,0.375
1551,KS51,6Ó Ceramic ChefÕs Knife,HomeStyles,Knives/Boards,2012,N,China,N,3,"Includes a plastic sheath to protect the blade for storage., Stain and rust proof, this non-stick surface is easy to clean, will resist wear and remain sharp. , Made of Black zirconium oxide, this blade is perfect for cutting boneless meats, fruits, vegetables and cooked foods. ,",Clear Sleeve,$55.00(G),Black,Laser Engraving," 1/4""h x  3/4""w ",Laser Engraving,Top of Blade,0.25,0.75,1551 | KS51 | Knife | ceramic | 6Ó | chefÕs | HomeStyles | Knives/Boards | 1551;KS51 | this | foods | Blade | Made | Vegetables | zirconium | fruits | boneless | of | oxide | is | For | meats | Perfect | Cutting | and | Black | cooked | to | Stain | rust | Proof | wear | Sharp | Surface | remain | Easy | Non-Stick | resist | Clean | Will | a | Sheath | Includes | Plastic | protect | storage | the | Engraving | Laser |,http://ca.starline.com/content/image/product/pp_1551.jpg,http://ca.starline.com/content/image/product/tn_1551.jpg,4C                         ,24,47,26.09,48,95,25.27,96,243,24.44,244,499,22.79,48,22,15,14,15,1.5,11.75,0.875,0.458333333
